names,RVolume,P_Cy5,MI_P_Cy5,D_Cy5,V_Cy5,MI_D_Cy5,P_DsRed,MI_P_DsRed,D_DsRed,V_DsRed,MI_D_DsRed,P_EGFP,MI_P_EGFP,D_EGFP,V_EGFP,MI_D_EGFP
Mouse1,2449,2,5020,1,2,0.0786710546936217,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,5824,4,7063.5,2,2,0.105124588622473,12,20083.0833333333,3,4,0.30944049042012,0,NaN,0,NaN,NaN
Mouse1,5667,7,5084.42857142857,4,1.75,0.0783282400877605,11,25332.7272727273,3,5,0.36509964989022,0,NaN,0,NaN,NaN
Mouse1,3433,15,9150.2,1,15,0.143397586585175,0,NaN,0,NaN,NaN,1,19963,1,1,0.304615854123751
Mouse1,4876,4,6647.75,1,4,0.104180379250901,9,16339.5555555556,4,2.75,0.252368073039851,0,NaN,0,NaN,NaN
Mouse1,8097,154,8413.50649350649,22,8.90909090909091,0.101123824497432,134,28401.6791044776,16,8.6875,0.374768981064975,60,30587.2666666667,11,5.63636363636364,0.375492268122555
Mouse1,9818,95,7306.97894736842,22,6.54545454545455,0.0998622611631758,107,25630.8971962617,20,7.3,0.361119276867474,11,19971.1818181818,7,2.28571428571429,0.29056618756452
Mouse1,7878,8,5630.375,5,1.6,0.086245625032649,53,28211.6603773585,7,7.57142857142857,0.411369061243174,0,NaN,0,NaN,NaN
Mouse1,4725,3,6731,1,3,0.105485033693778,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,3874,17,6549.76470588235,5,3.6,0.0910554771979314,48,24118.6458333333,6,8.16666666666667,0.358209890671934,0,NaN,0,NaN,NaN
Mouse1,1914,11,5849.36363636364,5,3.4,0.0880617308826054,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,6939,297,9085.58922558922,36,15.1944444444444,0.10997972583014,258,29828.7984496124,21,13.5714285714286,0.403887577362528,162,30667.5185185185,25,7.96,0.377150298238619
Mouse1,183,1,4462,1,1,0.069926343833255,4,19408.5,2,8,0.394053480915463,4,48546,1,4,0.740764476997025
Mouse1,1004,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,1073,0,NaN,0,NaN,NaN,4,16983.25,2,8.5,0.346613260090028,0,NaN,0,NaN,NaN
Mouse1,1055,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,454,1,4673,1,4,0.0934610562607741,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse1,302,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse2,8565,11,7666.63636363636,6,18.5,0.12833875456669,43,31744.6279069767,9,11,0.48075693225842,23,15929.0434782609,9,4.22222222222222,0.230730032830168
Mouse2,11057,323,10878.2941176471,35,12.5142857142857,0.118335746065668,703,34794.5376955903,55,14.3272727272727,0.443584770635773,186,20664.3870967742,34,8.20588235294118,0.268150408906687
Mouse2,2408,97,15669.0103092784,7,17,0.128568636222709,39,34011.5384615385,5,8.2,0.500566734605645,2,20590,1,2,0.314183260852979
Mouse2,12556,329,8752.99088145897,59,7.61016949152542,0.113583173171903,462,31364.8268398268,67,8.86567164179104,0.453454892416011,381,19645.2204724409,73,5.97260273972603,0.272338817420004
Mouse2,11766,52,7603.76923076923,16,8,0.109727222134801,372,33242.3333333333,19,39.3157894736842,0.448392933374492,44,19923.1818181818,11,4.09090909090909,0.270524394012606
Mouse2,2829,183,11859.0655737705,7,27.8571428571429,0.131277099346089,25,34162.24,4,6.5,0.499319944147136,56,23919.0714285714,6,9.5,0.282124585675169
Mouse2,10231,398,10509.7688442211,37,12.6486486486486,0.123885355243735,527,34354.3130929791,40,21.05,0.472841730486354,163,25567.2392638037,16,10.625,0.266758416077196
Mouse2,11066,9,6274,4,2.25,0.097011520561532,66,30364.6363636364,16,4.625,0.424719545081327,0,NaN,0,NaN,NaN
Mouse2,4430,0,NaN,0,NaN,NaN,25,28118.48,4,7.75,0.401811563795427,0,NaN,0,NaN,NaN
Mouse2,4328,24,6678.45833333333,5,5.6,0.10296918767507,29,28846.5172413793,8,4.125,0.429584684392564,8,16231.875,4,3,0.238802802573688
Mouse2,3022,0,NaN,0,NaN,NaN,26,30401.1153846154,9,4.55555555555556,0.419342208447267,0,NaN,0,NaN,NaN
Mouse2,7681,116,8891.68103448276,18,7.27777777777778,0.111975276347749,183,31014.6065573771,32,5.96875,0.433049225084863,31,20285.4193548387,5,6.2,0.291637463591525
Mouse2,123,8,6270.125,3,11.3333333333333,0.103221651825451,19,38790.0526315789,4,97,0.528043565727017,0,NaN,0,NaN,NaN
Mouse2,330,30,9441.5,5,23.8,0.135454102367697,5,31317,3,4,0.467064248959419,12,20533.75,4,8.5,0.274369293761603
Mouse3,2779,42,5432.02380952381,10,4.6,0.0775688745018111,57,34916.9473684211,9,7.44444444444444,0.484330882470681,0,NaN,0,NaN,NaN
Mouse3,2754,14,6399.14285714286,4,3.5,0.0844431546937841,7,34341.7142857143,3,3,0.48704848130346,1,8711,1,6,0.264769461610844
Mouse3,3704,22,4688.36363636364,8,3.5,0.0668454152088851,43,33926.2790697674,11,5.36363636363636,0.473617260175969,0,NaN,0,NaN,NaN
Mouse3,5627,11,5428.54545454545,3,4.66666666666667,0.076461475208328,24,34074.9166666667,6,5.16666666666667,0.462359204082711,0,NaN,0,NaN,NaN
Mouse3,5851,126,6235.34920634921,26,9.69230769230769,0.077629517862354,169,34010.9349112426,29,10.7586206896552,0.489151429050455,28,14100.2142857143,12,5.83333333333333,0.203459589629194
Mouse3,2229,74,6699.60810810811,12,6.5,0.089953150343972,56,33343.8392857143,7,8.28571428571429,0.462270381258477,6,11123,3,2.33333333333333,0.158365758754864
Mouse3,5531,465,7275.5376344086,42,16.3333333333333,0.0731241105377049,867,36503.4682814302,29,41.7586206896552,0.508209943995863,129,16090.0930232558,30,5.9,0.210250972284161
Mouse3,4077,323,6346.68421052632,38,14.3684210526316,0.0839785145993882,482,37891.4709543568,23,37.4782608695652,0.532083204804224,136,15042.8970588235,22,10.9090909090909,0.211774848747699
Mouse3,6774,64,5225.296875,22,3.13636363636364,0.0707545423438908,104,33963.6153846154,21,6.52380952380952,0.482926519783992,1,8299,1,1,0.126634622720684
Mouse3,6812,78,5261.74358974359,21,5.19047619047619,0.0724646149777759,242,34619.0619834711,29,11.0344827586207,0.478403159850296,3,15652.3333333333,1,6,0.274270745911854
Mouse3,8579,560,7482.32142857143,41,17.7560975609756,0.0840503986277171,619,35727.042003231,41,21.4390243902439,0.523530289946245,482,15579.4211618257,48,12.125,0.20908853351875
Mouse3,6860,276,6645.20652173913,40,8.225,0.0785989174466925,447,37025.0156599553,39,13.4871794871795,0.476963668285532,12,12241.6666666667,4,3.25,0.177035172045472
Mouse3,1456,81,5381.33333333333,10,26.8,0.0838887827790124,227,39962.1894273128,13,34.6923076923077,0.527589529432128,45,15465.4888888889,6,20,0.225647457534098
Mouse3,7823,148,5487.79054054054,34,6.08823529411765,0.0739823979164336,353,35718.4532577904,41,11.5853658536585,0.486436049158679,13,13332.5384615385,6,3.66666666666667,0.171104668412977
Mouse3,9989,364,6593.73626373626,49,10.3061224489796,0.0810367190886528,515,34204.227184466,48,13.5833333333333,0.475323095233073,706,16261.8201133144,58,14.4827586206897,0.21738935566172
Mouse3,6805,70,6906.27142857143,16,4.875,0.0794116471141514,166,38083.765060241,27,7.7037037037037,0.49326310002084,9,10519,3,3.66666666666667,0.160059510185397
Mouse3,1469,9,4631.66666666667,6,1.66666666666667,0.0695353627832456,71,33683.8873239437,9,8.22222222222222,0.510271381838992,0,NaN,0,NaN,NaN
Mouse3,160,7,5595.14285714286,2,8.5,0.0732219424734875,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN
Mouse3,2037,1,4127,1,1,0.0629739833676661,8,33394.125,3,5,0.518816069445504,5,13179.6,1,5,0.2011078049897
Mouse3,105,0,NaN,0,NaN,NaN,0,NaN,0,NaN,NaN,2,11428.5,1,2,0.174387731746395
Mouse3,1228,3,4248.33333333333,3,1,0.0648254113577986,14,32480.6428571429,4,5,0.491201893208645,0,NaN,0,NaN,NaN
Mouse3,9020,190,6576.68421052632,40,6.1,0.0783788620462058,299,34568.6220735786,40,9.725,0.480860005482994,116,14816.6896551724,24,4.95833333333333,0.209593943431635
Mouse3,183,0,NaN,0,NaN,NaN,8,30748.125,2,36.5,0.551893357272162,1,12228,1,4,0.18369573510338
Mouse3,204,0,NaN,0,NaN,NaN,7,30816.2857142857,3,4.66666666666667,0.440429989548781,18,13002.4444444444,2,14,0.19680912435969
Mouse3,448,5,5530.6,1,5,0.0843915465018692,9,27266.7777777778,4,2.75,0.419470511940185,0,NaN,0,NaN,NaN